Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
08019 Barcelona;0801901 Barcelona distrito 01;0801901007 Barcelona sección 01007;Renta neta media por persona;2023;10.942
08019 Barcelona;0801901 Barcelona distrito 01;0801901008 Barcelona sección 01008;Renta neta media por persona;2023;8.722
08019 Barcelona;0801901 Barcelona distrito 01;0801901009 Barcelona sección 01009;Renta neta media por persona;2023;11.432
08019 Barcelona;0801901 Barcelona distrito 01;0801901010 Barcelona sección 01010;Renta neta media por persona;2023;10.032
08019 Barcelona;0801901 Barcelona distrito 01;0801901011 Barcelona sección 01011;Renta neta media por persona;2023;10.017
08019 Barcelona;0801901 Barcelona distrito 01;0801901012 Barcelona sección 01012;Renta neta media por persona;2023;12.667
08019 Barcelona;0801901 Barcelona distrito 01;0801901013 Barcelona sección 01013;Renta neta media por persona;2023;12.321
08019 Barcelona;0801901 Barcelona distrito 01;0801901014 Barcelona sección 01014;Renta neta media por persona;2023;12.196
08019 Barcelona;0801901 Barcelona distrito 01;0801901015 Barcelona sección 01015;Renta neta media por persona;2023;11.409
08019 Barcelona;0801901 Barcelona distrito 01;0801901016 Barcelona sección 01016;Renta neta media por persona;2023;11.973
08019 Barcelona;0801901 Barcelona distrito 01;0801901017 Barcelona sección 01017;Renta neta media por persona;2023;10.200
08019 Barcelona;0801901 Barcelona distrito 01;0801901018 Barcelona sección 01018;Renta neta media por persona;2023;11.661
08019 Barcelona;0801901 Barcelona distrito 01;0801901019 Barcelona sección 01019;Renta neta media por persona;2023;11.599
08019 Barcelona;0801901 Barcelona distrito 01;0801901020 Barcelona sección 01020;Renta neta media por persona;2023;17.231
08019 Barcelona;0801901 Barcelona distrito 01;0801901021 Barcelona sección 01021;Renta neta media por persona;2023;16.729
08019 Barcelona;0801901 Barcelona distrito 01;0801901022 Barcelona sección 01022;Renta neta media por persona;2023;21.762
08019 Barcelona;0801901 Barcelona distrito 01;0801901023 Barcelona sección 01023;Renta neta media por persona;2023;17.634
08019 Barcelona;0801901 Barcelona distrito 01;0801901025 Barcelona sección 01025;Renta neta media por persona;2023;16.119
08019 Barcelona;0801901 Barcelona distrito 01;0801901026 Barcelona sección 01026;Renta neta media por persona;2023;16.637
08019 Barcelona;0801901 Barcelona distrito 01;0801901027 Barcelona sección 01027;Renta neta media por persona;2023;15.689
08019 Barcelona;0801901 Barcelona distrito 01;0801901028 Barcelona sección 01028;Renta neta media por persona;2023;15.098
08019 Barcelona;0801901 Barcelona distrito 01;0801901029 Barcelona sección 01029;Renta neta media por persona;2023;13.731
08019 Barcelona;0801901 Barcelona distrito 01;0801901030 Barcelona sección 01030;Renta neta media por persona;2023;13.953
08019 Barcelona;0801901 Barcelona distrito 01;0801901031 Barcelona sección 01031;Renta neta media por persona;2023;13.496
08019 Barcelona;0801901 Barcelona distrito 01;0801901032 Barcelona sección 01032;Renta neta media por persona;2023;17.248
08019 Barcelona;0801901 Barcelona distrito 01;0801901033 Barcelona sección 01033;Renta neta media por persona;2023;14.150
08019 Barcelona;0801901 Barcelona distrito 01;0801901034 Barcelona sección 01034;Renta neta media por persona;2023;15.066
08019 Barcelona;0801901 Barcelona distrito 01;0801901035 Barcelona sección 01035;Renta neta media por persona;2023;14.776
08019 Barcelona;0801901 Barcelona distrito 01;0801901036 Barcelona sección 01036;Renta neta media por persona;2023;14.870
08019 Barcelona;0801901 Barcelona distrito 01;0801901037 Barcelona sección 01037;Renta neta media por persona;2023;15.860
08019 Barcelona;0801901 Barcelona distrito 01;0801901038 Barcelona sección 01038;Renta neta media por persona;2023;13.943
08019 Barcelona;0801901 Barcelona distrito 01;0801901039 Barcelona sección 01039;Renta neta media por persona;2023;15.858
08019 Barcelona;0801901 Barcelona distrito 01;0801901040 Barcelona sección 01040;Renta neta media por persona;2023;16.674
08019 Barcelona;0801901 Barcelona distrito 01;0801901041 Barcelona sección 01041;Renta neta media por persona;2023;15.169
08019 Barcelona;0801901 Barcelona distrito 01;0801901042 Barcelona sección 01042;Renta neta media por persona;2023;15.344
08019 Barcelona;0801901 Barcelona distrito 01;0801901043 Barcelona sección 01043;Renta neta media por persona;2023;20.813
08019 Barcelona;0801901 Barcelona distrito 01;0801901044 Barcelona sección 01044;Renta neta media por persona;2023;18.964
08019 Barcelona;0801901 Barcelona distrito 01;0801901045 Barcelona sección 01045;Renta neta media por persona;2023;16.615
08019 Barcelona;0801901 Barcelona distrito 01;0801901046 Barcelona sección 01046;Renta neta media por persona;2023;15.635
08019 Barcelona;0801901 Barcelona distrito 01;0801901047 Barcelona sección 01047;Renta neta media por persona;2023;15.672
08019 Barcelona;0801901 Barcelona distrito 01;0801901048 Barcelona sección 01048;Renta neta media por persona;2023;12.605
08019 Barcelona;0801901 Barcelona distrito 01;0801901049 Barcelona sección 01049;Renta neta media por persona;2023;16.573
08019 Barcelona;0801901 Barcelona distrito 01;0801901050 Barcelona sección 01050;Renta neta media por persona;2023;15.243
08019 Barcelona;0801901 Barcelona distrito 01;0801901051 Barcelona sección 01051;Renta neta media por persona;2023;14.218
08019 Barcelona;0801901 Barcelona distrito 01;0801901052 Barcelona sección 01052;Renta neta media por persona;2023;20.125
08019 Barcelona;0801901 Barcelona distrito 01;0801901053 Barcelona sección 01053;Renta neta media por persona;2023;14.709
08019 Barcelona;0801901 Barcelona distrito 01;0801901054 Barcelona sección 01054;Renta neta media por persona;2023;15.423
08019 Barcelona;0801901 Barcelona distrito 01;0801901055 Barcelona sección 01055;Renta neta media por persona;2023;19.480
08019 Barcelona;0801902 Barcelona distrito 02;;Renta neta media por persona;2023;21.976
08019 Barcelona;0801902 Barcelona distrito 02;0801902001 Barcelona sección 02001;Renta neta media por persona;2023;19.562
08019 Barcelona;0801902 Barcelona distrito 02;0801902002 Barcelona sección 02002;Renta neta media por persona;2023;20.433
08019 Barcelona;0801902 Barcelona distrito 02;0801902003 Barcelona sección 02003;Renta neta media por persona;2023;21.978
08019 Barcelona;0801902 Barcelona distrito 02;0801902004 Barcelona sección 02004;Renta neta media por persona;2023;17.896
08019 Barcelona;0801902 Barcelona distrito 02;0801902005 Barcelona sección 02005;Renta neta media por persona;2023;21.744
08019 Barcelona;0801902 Barcelona distrito 02;0801902006 Barcelona sección 02006;Renta neta media por persona;2023;22.107
08019 Barcelona;0801902 Barcelona distrito 02;0801902007 Barcelona sección 02007;Renta neta media por persona;2023;25.073
08019 Barcelona;0801902 Barcelona distrito 02;0801902008 Barcelona sección 02008;Renta neta media por persona;2023;21.420
08019 Barcelona;0801902 Barcelona distrito 02;0801902009 Barcelona sección 02009;Renta neta media por persona;2023;21.131
08019 Barcelona;0801902 Barcelona distrito 02;0801902010 Barcelona sección 02010;Renta neta media por persona;2023;19.778
08019 Barcelona;0801902 Barcelona distrito 02;0801902011 Barcelona sección 02011;Renta neta media por persona;2023;20.524
08019 Barcelona;0801902 Barcelona distrito 02;0801902012 Barcelona sección 02012;Renta neta media por persona;2023;16.733
08019 Barcelona;0801902 Barcelona distrito 02;0801902013 Barcelona sección 02013;Renta neta media por persona;2023;18.156
08019 Barcelona;0801902 Barcelona distrito 02;0801902014 Barcelona sección 02014;Renta neta media por persona;2023;17.797
08019 Barcelona;0801902 Barcelona distrito 02;0801902015 Barcelona sección 02015;Renta neta media por persona;2023;17.871
08019 Barcelona;0801902 Barcelona distrito 02;0801902016 Barcelona sección 02016;Renta neta media por persona;2023;21.961
08019 Barcelona;0801902 Barcelona distrito 02;0801902017 Barcelona sección 02017;Renta neta media por persona;2023;22.302
08019 Barcelona;0801902 Barcelona distrito 02;0801902018 Barcelona sección 02018;Renta neta media por persona;2023;21.905
08019 Barcelona;0801902 Barcelona distrito 02;0801902019 Barcelona sección 02019;Renta neta media por persona;2023;20.538
08019 Barcelona;0801902 Barcelona distrito 02;0801902020 Barcelona sección 02020;Renta neta media por persona;2023;19.467
08019 Barcelona;0801902 Barcelona distrito 02;0801902021 Barcelona sección 02021;Renta neta media por persona;2023;19.415
08019 Barcelona;0801902 Barcelona distrito 02;0801902022 Barcelona sección 02022;Renta neta media por persona;2023;18.890
08019 Barcelona;0801902 Barcelona distrito 02;0801902023 Barcelona sección 02023;Renta neta media por persona;2023;20.956
08019 Barcelona;0801902 Barcelona distrito 02;0801902024 Barcelona sección 02024;Renta neta media por persona;2023;18.015
08019 Barcelona;0801902 Barcelona distrito 02;0801902025 Barcelona sección 02025;Renta neta media por persona;2023;18.068
08019 Barcelona;0801902 Barcelona distrito 02;0801902026 Barcelona sección 02026;Renta neta media por persona;2023;19.294
08019 Barcelona;0801902 Barcelona distrito 02;0801902027 Barcelona sección 02027;Renta neta media por persona;2023;18.602
08019 Barcelona;0801902 Barcelona distrito 02;0801902028 Barcelona sección 02028;Renta neta media por persona;2023;19.250
08019 Barcelona;0801902 Barcelona distrito 02;0801902029 Barcelona sección 02029;Renta neta media por persona;2023;20.305
08019 Barcelona;0801902 Barcelona distrito 02;0801902030 Barcelona sección 02030;Renta neta media por persona;2023;17.287
08019 Barcelona;0801902 Barcelona distrito 02;0801902031 Barcelona sección 02031;Renta neta media por persona;2023;20.517
08019 Barcelona;0801902 Barcelona distrito 02;0801902032 Barcelona sección 02032;Renta neta media por persona;2023;19.449
08019 Barcelona;0801902 Barcelona distrito 02;0801902033 Barcelona sección 02033;Renta neta media por persona;2023;20.069
08019 Barcelona;0801902 Barcelona distrito 02;0801902034 Barcelona sección 02034;Renta neta media por persona;2023;17.706
08019 Barcelona;0801902 Barcelona distrito 02;0801902035 Barcelona sección 02035;Renta neta media por persona;2023;19.505
08019 Barcelona;0801902 Barcelona distrito 02;0801902036 Barcelona sección 02036;Renta neta media por persona;2023;21.678
08019 Barcelona;0801902 Barcelona distrito 02;0801902037 Barcelona sección 02037;Renta neta media por persona;2023;23.121
08019 Barcelona;0801902 Barcelona distrito 02;0801902038 Barcelona sección 02038;Renta neta media por persona;2023;22.466
08019 Barcelona;0801902 Barcelona distrito 02;0801902039 Barcelona sección 02039;Renta neta media por persona;2023;18.782
08019 Barcelona;0801902 Barcelona distrito 02;0801902040 Barcelona sección 02040;Renta neta media por persona;2023;17.082
08019 Barcelona;0801902 Barcelona distrito 02;0801902041 Barcelona sección 02041;Renta neta media por persona;2023;19.726
08019 Barcelona;0801902 Barcelona distrito 02;0801902042 Barcelona sección 02042;Renta neta media por persona;2023;21.573
08019 Barcelona;0801902 Barcelona distrito 02;0801902043 Barcelona sección 02043;Renta neta media por persona;2023;20.368
08019 Barcelona;0801902 Barcelona distrito 02;0801902044 Barcelona sección 02044;Renta neta media por persona;2023;17.191
08019 Barcelona;0801902 Barcelona distrito 02;0801902045 Barcelona sección 02045;Renta neta media por persona;2023;20.695
08019 Barcelona;0801902 Barcelona distrito 02;0801902046 Barcelona sección 02046;Renta neta media por persona;2023;17.938
08019 Barcelona;0801902 Barcelona distrito 02;0801902047 Barcelona sección 02047;Renta neta media por persona;2023;19.120
08019 Barcelona;0801902 Barcelona distrito 02;0801902048 Barcelona sección 02048;Renta neta media por persona;2023;18.810
08019 Barcelona;0801902 Barcelona distrito 02;0801902049 Barcelona sección 02049;Renta neta media por persona;2023;18.215
08019 Barcelona;0801902 Barcelona distrito 02;0801902050 Barcelona sección 02050;Renta neta media por persona;2023;19.433
08019 Barcelona;0801902 Barcelona distrito 02;0801902051 Barcelona sección 02051;Renta neta media por persona;2023;18.548
08019 Barcelona;0801902 Barcelona distrito 02;0801902052 Barcelona sección 02052;Renta neta media por persona;2023;20.303
08019 Barcelona;0801902 Barcelona distrito 02;0801902053 Barcelona sección 02053;Renta neta media por persona;2023;20.815
08019 Barcelona;0801902 Barcelona distrito 02;0801902054 Barcelona sección 02054;Renta neta media por persona;2023;19.992
08019 Barcelona;0801902 Barcelona distrito 02;0801902055 Barcelona sección 02055;Renta neta media por persona;2023;21.900
08019 Barcelona;0801902 Barcelona distrito 02;0801902056 Barcelona sección 02056;Renta neta media por persona;2023;22.170
08019 Barcelona;0801902 Barcelona distrito 02;0801902057 Barcelona sección 02057;Renta neta media por persona;2023;26.766
08019 Barcelona;0801902 Barcelona distrito 02;0801902058 Barcelona sección 02058;Renta neta media por persona;2023;25.714
08019 Barcelona;0801902 Barcelona distrito 02;0801902059 Barcelona sección 02059;Renta neta media por persona;2023;24.350
08019 Barcelona;0801902 Barcelona distrito 02;0801902060 Barcelona sección 02060;Renta neta media por persona;2023;23.432
08019 Barcelona;0801902 Barcelona distrito 02;0801902061 Barcelona sección 02061;Renta neta media por persona;2023;20.883
08019 Barcelona;0801902 Barcelona distrito 02;0801902062 Barcelona sección 02062;Renta neta media por persona;2023;26.064
08019 Barcelona;0801902 Barcelona distrito 02;0801902063 Barcelona sección 02063;Renta neta media por persona;2023;30.165
08019 Barcelona;0801902 Barcelona distrito 02;0801902064 Barcelona sección 02064;Renta neta media por persona;2023;30.184
08019 Barcelona;0801902 Barcelona distrito 02;0801902065 Barcelona sección 02065;Renta neta media por persona;2023;24.315
08019 Barcelona;0801902 Barcelona distrito 02;0801902066 Barcelona sección 02066;Renta neta media por persona;2023;22.497
08019 Barcelona;0801902 Barcelona distrito 02;0801902067 Barcelona sección 02067;Renta neta media por persona;2023;20.430
08019 Barcelona;0801902 Barcelona distrito 02;0801902068 Barcelona sección 02068;Renta neta media por persona;2023;21.294
08019 Barcelona;0801902 Barcelona distrito 02;0801902069 Barcelona sección 02069;Renta neta media por persona;2023;24.302
08019 Barcelona;0801902 Barcelona distrito 02;0801902070 Barcelona sección 02070;Renta neta media por persona;2023;25.160
